Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,City,Salesperson,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Sales_Channel
ORD-107383,2025-05-27,CUST-2144,Customer 2144,West,Maharashtra,Pune,Salesperson 2,Home Appliances,Microwave,Microwave Pro,4,21600,0.15,73440.0,62145.44,11294.56,Debit Card,Retail Store
ORD-103983,2025-05-27,CUST-3937,Customer 3937,West,Goa,Vasco da Gama,Salesperson 4,Electronics,Monitor,Monitor Pro,3,16930,0.2,40632.0,31497.99,9134.01,Credit Card,Retail Store
ORD-107519,2025-05-27,CUST-3883,Customer 3883,South,Kerala,Thiruvananthapuram,Salesperson 9,Office Supplies,File Storage,File Storage Pro,2,1050,0.15,1785.0,1255.05,529.95,Debit Card,Retail Store
ORD-111380,2025-05-27,CUST-4705,Customer 4705,North,Haryana,Panipat,Salesperson 5,Electronics,Monitor,Monitor Pro,1,16420,0.1,14778.0,11887.57,2890.43,Net Banking,Retail Store
ORD-105580,2025-05-27,CUST-4201,Customer 4201,North,Delhi,Noida,Salesperson 1,Furniture,Bookshelf,Bookshelf Pro,2,6120,0.2,9792.0,7320.69,2471.31,Net Banking,Distributor
ORD-105936,2025-05-27,CUST-2633,Customer 2633,West,Rajasthan,Udaipur,Salesperson 3,Office Supplies,Stationery,Stationery Pro,5,740,0.1,3330.0,2225.39,1104.61,Cash,Online
ORD-109991,2025-05-27,CUST-5467,Customer 5467,West,Gujarat,Surat,Salesperson 9,Furniture,Bookshelf,Bookshelf Pro,3,13590,0.05,38731.5,29737.26,8994.24,Debit Card,Distributor
ORD-112019,2025-05-27,CUST-5323,Customer 5323,South,Kerala,Kozhikode,Salesperson 20,Electronics,Monitor,Monitor Pro,1,14170,0.15,12044.5,10789.43,1255.07,Cash,Online
ORD-111617,2025-05-27,CUST-1063,Customer 1063,South,Telangana,Nizamabad,Salesperson 13,Furniture,Office Chair,Office Chair Pro,5,15010,0.15,63792.5,46994.92,16797.58,UPI,Distributor
ORD-108867,2025-05-27,CUST-4573,Customer 4573,West,Rajasthan,Jaipur,Salesperson 5,Furniture,Desk,Desk Pro,1,8480,0.1,7632.0,5748.7,1883.3,UPI,Retail Store
ORD-101097,2025-05-28,CUST-1256,Customer 1256,East,Bihar,Bhagalpur,Salesperson 12,Electronics,Monitor,Monitor Pro,3,19490,0.15,49699.5,38597.87,11101.63,Debit Card,Online
ORD-112844,2025-05-28,CUST-2086,Customer 2086,South,Telangana,Nizamabad,Salesperson 16,Electronics,Smartphone,Smartphone Pro,3,52940,0.0,158820.0,127274.43,31545.57,UPI,Online
ORD-114301,2025-05-28,CUST-3821,Customer 3821,East,Odisha,Bhubaneswar,Salesperson 9,Electronics,Smartphone,Smartphone Pro,2,20590,0.1,37062.0,30620.44,6441.56,Credit Card,Online
ORD-106489,2025-05-28,CUST-2772,Customer 2772,East,Jharkhand,Jamshedpur,Salesperson 15,Furniture,Bookshelf,Bookshelf Pro,3,12640,0.15,32232.0,23963.6,8268.4,UPI,Retail Store
ORD-112339,2025-05-28,CUST-5460,Customer 5460,South,Kerala,Thiruvananthapuram,Salesperson 9,Office Supplies,File Storage,File Storage Pro,1,1710,0.2,1368.0,890.87,477.13,UPI,Distributor
ORD-103049,2025-05-28,CUST-5496,Customer 5496,West,Maharashtra,Nagpur,Salesperson 7,Furniture,Desk,Desk Pro,1,24750,0.1,22275.0,16322.05,5952.95,Debit Card,Online
ORD-112326,2025-05-28,CUST-4683,Customer 4683,North,Punjab,Ludhiana,Salesperson 5,Office Supplies,File Storage,File Storage Pro,1,390,0.1,351.0,242.34,108.66,Debit Card,Distributor
ORD-114805,2025-05-28,CUST-3598,Customer 3598,South,Tamil Nadu,Madurai,Salesperson 12,Electronics,Laptop,Laptop Pro,1,79940,0.05,75943.0,61847.52,14095.48,UPI,Online
ORD-104843,2025-05-28,CUST-3935,Customer 3935,East,Odisha,Cuttack,Salesperson 11,Furniture,Office Chair,Office Chair Pro,1,10770,0.1,9693.0,7251.44,2441.56,Debit Card,Online
ORD-109015,2025-05-28,CUST-4766,Customer 4766,West,Gujarat,Vadodara,Salesperson 1,Electronics,Tablet,Tablet Pro,1,27440,0.0,27440.0,23062.26,4377.74,UPI,Distributor
ORD-103668,2025-05-28,CUST-1841,Customer 1841,East,Odisha,Bhubaneswar,Salesperson 8,Electronics,Smartphone,Smartphone Pro,1,31310,0.1,28179.0,23166.69,5012.31,Credit Card,Online
ORD-110580,2025-05-28,CUST-2962,Customer 2962,South,Tamil Nadu,Chennai,Salesperson 12,Home Appliances,Air Conditioner,Air Conditioner Pro,3,36400,0.05,103740.0,89579.53,14160.47,UPI,Online
ORD-102716,2025-05-28,CUST-2209,Customer 2209,West,Goa,Margao,Salesperson 18,Electronics,Tablet,Tablet Pro,1,37780,0.1,34002.0,26786.45,7215.55,Credit Card,Distributor
ORD-111431,2025-05-28,CUST-4522,Customer 4522,South,Karnataka,Bengaluru,Salesperson 15,Electronics,Monitor,Monitor Pro,2,28250,0.1,50850.0,43986.75,6863.25,Net Banking,Online
ORD-113805,2025-05-28,CUST-3110,Customer 3110,West,Rajasthan,Jaipur,Salesperson 13,Office Supplies,File Storage,File Storage Pro,3,1320,0.15,3366.0,2440.73,925.27,Debit Card,Online
ORD-109836,2025-05-28,CUST-5204,Customer 5204,West,Maharashtra,Pune,Salesperson 18,Electronics,Laptop,Laptop Pro,1,60400,0.05,57380.0,46882.16,10497.84,Credit Card,Online
ORD-101582,2025-05-28,CUST-4255,Customer 4255,North,Uttar Pradesh,Kanpur,Salesperson 4,Furniture,Desk,Desk Pro,2,21480,0.1,38664.0,30414.91,8249.09,UPI,Distributor
ORD-108634,2025-05-28,CUST-2485,Customer 2485,North,Haryana,Gurugram,Salesperson 20,Furniture,Desk,Desk Pro,3,13910,0.15,35470.5,28377.0,7093.5,UPI,Online
ORD-110546,2025-05-28,CUST-2519,Customer 2519,West,Maharashtra,Mumbai,Salesperson 19,Furniture,Desk,Desk Pro,4,20800,0.05,79040.0,60979.96,18060.04,Debit Card,Online
ORD-111797,2025-05-28,CUST-5305,Customer 5305,North,Haryana,Faridabad,Salesperson 15,Electronics,Monitor,Monitor Pro,1,21670,0.2,17336.0,14110.17,3225.83,Credit Card,Online
ORD-101508,2025-05-28,CUST-2860,Customer 2860,North,Uttar Pradesh,Lucknow,Salesperson 10,Office Supplies,Printer,Printer Pro,2,24340,0.15,41378.0,27889.8,13488.2,UPI,Online
ORD-107013,2025-05-28,CUST-5369,Customer 5369,South,Kerala,Kochi,Salesperson 2,Electronics,Tablet,Tablet Pro,2,44840,0.15,76228.0,60202.6,16025.4,Net Banking,Online
ORD-109652,2025-05-28,CUST-5163,Customer 5163,West,Gujarat,Ahmedabad,Salesperson 20,Electronics,Smartphone,Smartphone Pro,2,40790,0.05,77501.0,62428.28,15072.72,UPI,Online
ORD-111133,2025-05-28,CUST-1358,Customer 1358,West,Goa,Vasco da Gama,Salesperson 2,Furniture,Office Chair,Office Chair Pro,2,16180,0.1,29124.0,23248.08,5875.92,Net Banking,Online
ORD-100882,2025-05-28,CUST-5446,Customer 5446,West,Maharashtra,Pune,Salesperson 11,Office Supplies,Stationery,Stationery Pro,1,1150,0.1,1035.0,653.14,381.86,UPI,Retail Store
ORD-109946,2025-05-28,CUST-1922,Customer 1922,North,Uttar Pradesh,Kanpur,Salesperson 12,Electronics,Tablet,Tablet Pro,3,24170,0.1,65259.0,57847.09,7411.91,Net Banking,Distributor
ORD-101140,2025-05-28,CUST-1816,Customer 1816,South,Kerala,Kozhikode,Salesperson 2,Office Supplies,Paper,Paper Pro,2,420,0.15,714.0,491.89,222.11,Credit Card,Distributor
ORD-104158,2025-05-28,CUST-1249,Customer 1249,West,Gujarat,Surat,Salesperson 7,Home Appliances,Air Conditioner,Air Conditioner Pro,1,51930,0.1,46737.0,40061.6,6675.4,UPI,Distributor
ORD-110113,2025-05-28,CUST-4802,Customer 4802,South,Kerala,Kozhikode,Salesperson 13,Office Supplies,Stationery,Stationery Pro,2,720,0.15,1224.0,894.98,329.02,UPI,Retail Store
ORD-102424,2025-05-28,CUST-3570,Customer 3570,North,Haryana,Gurugram,Salesperson 18,Furniture,Bookshelf,Bookshelf Pro,1,8710,0.05,8274.5,6188.0,2086.5,Credit Card,Retail Store
ORD-106536,2025-05-28,CUST-2808,Customer 2808,North,Delhi,Gurugram,Salesperson 11,Electronics,Tablet,Tablet Pro,1,39730,0.05,37743.5,30908.16,6835.34,Debit Card,Online
ORD-107459,2025-05-28,CUST-4783,Customer 4783,South,Tamil Nadu,Chennai,Salesperson 4,Electronics,Monitor,Monitor Pro,1,10410,0.1,9369.0,7642.21,1726.79,UPI,Distributor
ORD-110529,2025-05-28,CUST-2290,Customer 2290,East,West Bengal,Siliguri,Salesperson 13,Home Appliances,Refrigerator,Refrigerator Pro,1,37760,0.15,32096.0,25029.07,7066.93,Cash,Online
ORD-109593,2025-05-28,CUST-4787,Customer 4787,North,Uttar Pradesh,Lucknow,Salesperson 14,Office Supplies,Stationery,Stationery Pro,2,330,0.0,660.0,486.9,173.1,Net Banking,Online
ORD-102174,2025-05-28,CUST-4649,Customer 4649,North,Delhi,New Delhi,Salesperson 16,Home Appliances,Air Conditioner,Air Conditioner Pro,3,37780,0.1,102006.0,78609.52,23396.48,Credit Card,Online
ORD-109901,2025-05-28,CUST-5231,Customer 5231,West,Maharashtra,Pune,Salesperson 4,Electronics,Laptop,Laptop Pro,2,84450,0.0,168900.0,137016.24,31883.76,UPI,Retail Store
ORD-114625,2025-05-29,CUST-5153,Customer 5153,East,Odisha,Bhubaneswar,Salesperson 9,Furniture,Sofa,Sofa Pro,1,29290,0.1,26361.0,19157.51,7203.49,Debit Card,Online
ORD-104823,2025-05-29,CUST-1030,Customer 1030,East,Jharkhand,Dhanbad,Salesperson 7,Furniture,Desk,Desk Pro,2,20270,0.1,36486.0,27302.33,9183.67,Net Banking,Distributor
ORD-111303,2025-05-29,CUST-5037,Customer 5037,North,Punjab,Ludhiana,Salesperson 6,Office Supplies,Printer,Printer Pro,1,24560,0.05,23332.0,16938.88,6393.12,Debit Card,Online
ORD-113568,2025-05-29,CUST-2427,Customer 2427,East,Odisha,Bhubaneswar,Salesperson 5,Furniture,Bookshelf,Bookshelf Pro,2,14060,0.1,25308.0,20782.0,4526.0,Credit Card,Retail Store
ORD-106513,2025-05-29,CUST-1406,Customer 1406,West,Goa,Vasco da Gama,Salesperson 16,Home Appliances,Air Conditioner,Air Conditioner Pro,1,54160,0.15,46036.0,37685.07,8350.93,UPI,Retail Store
ORD-104156,2025-05-29,CUST-1859,Customer 1859,North,Haryana,Panipat,Salesperson 19,Electronics,Laptop,Laptop Pro,2,81470,0.15,138499.0,116980.3,21518.7,UPI,Online
ORD-101804,2025-05-29,CUST-5172,Customer 5172,West,Gujarat,Ahmedabad,Salesperson 11,Electronics,Tablet,Tablet Pro,1,41960,0.15,35666.0,30272.1,5393.9,Credit Card,Online
ORD-109603,2025-05-29,CUST-5046,Customer 5046,West,Maharashtra,Nagpur,Salesperson 5,Electronics,Monitor,Monitor Pro,3,22400,0.05,63840.0,54619.72,9220.28,Credit Card,Online
ORD-113755,2025-05-29,CUST-2720,Customer 2720,North,Uttar Pradesh,Lucknow,Salesperson 10,Electronics,Monitor,Monitor Pro,2,18810,0.1,33858.0,27230.83,6627.17,Debit Card,Distributor
ORD-100399,2025-05-29,CUST-1071,Customer 1071,South,Karnataka,Mysuru,Salesperson 3,Office Supplies,Stationery,Stationery Pro,2,940,0.15,1598.0,1164.37,433.63,Net Banking,Distributor
ORD-108427,2025-05-29,CUST-4820,Customer 4820,South,Telangana,Warangal,Salesperson 12,Electronics,Smartphone,Smartphone Pro,2,42650,0.15,72505.0,56649.64,15855.36,Debit Card,Retail Store
ORD-104143,2025-05-29,CUST-1839,Customer 1839,North,Delhi,Noida,Salesperson 4,Electronics,Smartphone,Smartphone Pro,3,26060,0.1,70362.0,59702.61,10659.39,Credit Card,Retail Store
ORD-103828,2025-05-29,CUST-4724,Customer 4724,South,Telangana,Nizamabad,Salesperson 7,Furniture,Sofa,Sofa Pro,2,54750,0.05,104025.0,77196.9,26828.1,Debit Card,Online
ORD-104343,2025-05-29,CUST-1218,Customer 1218,West,Maharashtra,Pune,Salesperson 15,Home Appliances,Air Conditioner,Air Conditioner Pro,2,54040,0.1,97272.0,86015.73,11256.27,UPI,Online
ORD-109577,2025-05-29,CUST-2858,Customer 2858,North,Delhi,Noida,Salesperson 14,Office Supplies,Stationery,Stationery Pro,1,460,0.1,414.0,295.93,118.07,UPI,Online
ORD-108529,2025-05-29,CUST-4938,Customer 4938,East,West Bengal,Siliguri,Salesperson 9,Office Supplies,Stationery,Stationery Pro,3,170,0.05,484.5,353.8,130.7,Debit Card,Retail Store
ORD-106357,2025-05-29,CUST-4617,Customer 4617,East,Bihar,Patna,Salesperson 16,Office Supplies,Printer,Printer Pro,1,26420,0.0,26420.0,19161.33,7258.67,Credit Card,Retail Store
ORD-107455,2025-05-29,CUST-3085,Customer 3085,West,Rajasthan,Jaipur,Salesperson 18,Home Appliances,Refrigerator,Refrigerator Pro,2,55270,0.15,93959.0,78492.72,15466.28,Credit Card,Online
ORD-103978,2025-05-29,CUST-1287,Customer 1287,East,West Bengal,Durgapur,Salesperson 7,Office Supplies,Printer,Printer Pro,5,26040,0.05,123690.0,83489.91,40200.09,Debit Card,Retail Store
ORD-114061,2025-05-29,CUST-2880,Customer 2880,South,Kerala,Kochi,Salesperson 19,Office Supplies,File Storage,File Storage Pro,3,2500,0.0,7500.0,5523.16,1976.84,Credit Card,Online
ORD-102006,2025-05-29,CUST-3073,Customer 3073,East,Odisha,Bhubaneswar,Salesperson 9,Office Supplies,Stationery,Stationery Pro,3,1160,0.1,3132.0,2419.24,712.76,Debit Card,Distributor
ORD-112370,2025-05-29,CUST-5472,Customer 5472,East,Jharkhand,Jamshedpur,Salesperson 4,Home Appliances,Air Conditioner,Air Conditioner Pro,4,44550,0.0,178200.0,162107.05,16092.95,Credit Card,Retail Store
ORD-109987,2025-05-29,CUST-1689,Customer 1689,North,Delhi,Noida,Salesperson 10,Furniture,Office Chair,Office Chair Pro,3,14770,0.1,39879.0,30582.73,9296.27,UPI,Online
ORD-109056,2025-05-29,CUST-3525,Customer 3525,East,Jharkhand,Ranchi,Salesperson 6,Home Appliances,Washing Machine,Washing Machine Pro,1,43590,0.05,41410.5,34355.89,7054.61,UPI,Retail Store
ORD-101914,2025-05-29,CUST-1618,Customer 1618,East,West Bengal,Kolkata,Salesperson 3,Furniture,Office Chair,Office Chair Pro,1,8770,0.1,7893.0,6201.7,1691.3,Credit Card,Online
ORD-110714,2025-05-29,CUST-4694,Customer 4694,East,Bihar,Bhagalpur,Salesperson 4,Office Supplies,File Storage,File Storage Pro,1,1960,0.15,1666.0,1112.58,553.42,UPI,Online
ORD-106101,2025-05-29,CUST-4354,Customer 4354,North,Punjab,Ludhiana,Salesperson 17,Furniture,Office Chair,Office Chair Pro,1,14700,0.1,13230.0,9288.41,3941.59,UPI,Online
ORD-114217,2025-05-29,CUST-3841,Customer 3841,South,Tamil Nadu,Madurai,Salesperson 6,Electronics,Smartphone,Smartphone Pro,1,50860,0.15,43231.0,32726.73,10504.27,Net Banking,Online
ORD-114581,2025-05-29,CUST-2664,Customer 2664,South,Telangana,Warangal,Salesperson 3,Furniture,Sofa,Sofa Pro,1,59490,0.1,53541.0,41292.73,12248.27,UPI,Online
ORD-113046,2025-05-29,CUST-4128,Customer 4128,South,Tamil Nadu,Coimbatore,Salesperson 1,Office Supplies,Paper,Paper Pro,2,290,0.05,551.0,401.98,149.02,Credit Card,Online
ORD-109188,2025-05-29,CUST-2202,Customer 2202,South,Telangana,Nizamabad,Salesperson 19,Electronics,Laptop,Laptop Pro,1,82050,0.15,69742.5,58428.23,11314.27,Net Banking,Online
ORD-108910,2025-05-29,CUST-1061,Customer 1061,West,Rajasthan,Jodhpur,Salesperson 2,Home Appliances,Microwave,Microwave Pro,1,21820,0.0,21820.0,18029.42,3790.58,Net Banking,Online
ORD-114796,2025-05-29,CUST-4394,Customer 4394,North,Haryana,Panipat,Salesperson 2,Home Appliances,Air Conditioner,Air Conditioner Pro,1,55980,0.05,53181.0,46541.22,6639.78,UPI,Online
ORD-108658,2025-05-29,CUST-1152,Customer 1152,North,Delhi,Gurugram,Salesperson 8,Electronics,Monitor,Monitor Pro,1,25250,0.15,21462.5,16848.36,4614.14,Credit Card,Online
ORD-103663,2025-05-29,CUST-4887,Customer 4887,South,Karnataka,Mangaluru,Salesperson 1,Electronics,Laptop,Laptop Pro,1,62520,0.0,62520.0,48138.94,14381.06,Credit Card,Online
ORD-103139,2025-05-29,CUST-3757,Customer 3757,West,Maharashtra,Nagpur,Salesperson 16,Office Supplies,Printer,Printer Pro,2,22450,0.1,40410.0,27635.63,12774.37,Net Banking,Online
ORD-106256,2025-05-29,CUST-3673,Customer 3673,West,Rajasthan,Udaipur,Salesperson 11,Office Supplies,Printer,Printer Pro,1,14880,0.15,12648.0,9203.22,3444.78,Debit Card,Online
ORD-113723,2025-05-29,CUST-4641,Customer 4641,South,Telangana,Warangal,Salesperson 2,Electronics,Monitor,Monitor Pro,1,24210,0.1,21789.0,17830.09,3958.91,Debit Card,Online
ORD-111033,2025-05-29,CUST-3790,Customer 3790,North,Punjab,Amritsar,Salesperson 3,Furniture,Desk,Desk Pro,1,18380,0.2,14704.0,12101.2,2602.8,UPI,Online
ORD-113187,2025-05-29,CUST-2012,Customer 2012,East,West Bengal,Durgapur,Salesperson 7,Electronics,Tablet,Tablet Pro,3,30230,0.1,81621.0,68445.92,13175.08,UPI,Distributor
ORD-112976,2025-05-29,CUST-4697,Customer 4697,North,Delhi,Gurugram,Salesperson 5,Office Supplies,Stationery,Stationery Pro,4,1050,0.05,3990.0,2690.5,1299.5,UPI,Retail Store
ORD-102924,2025-05-30,CUST-3988,Customer 3988,West,Rajasthan,Jodhpur,Salesperson 4,Electronics,Monitor,Monitor Pro,2,23900,0.1,43020.0,33058.31,9961.69,Debit Card,Distributor
ORD-114573,2025-05-30,CUST-4612,Customer 4612,North,Delhi,Noida,Salesperson 16,Office Supplies,Printer,Printer Pro,3,27620,0.1,74574.0,52263.39,22310.61,Credit Card,Online
ORD-112683,2025-05-30,CUST-1366,Customer 1366,North,Delhi,Noida,Salesperson 4,Furniture,Desk,Desk Pro,1,15830,0.15,13455.5,10062.44,3393.06,UPI,Retail Store
ORD-114569,2025-05-30,CUST-4004,Customer 4004,East,Jharkhand,Jamshedpur,Salesperson 5,Office Supplies,File Storage,File Storage Pro,2,2170,0.1,3906.0,2900.17,1005.83,Net Banking,Online
ORD-114563,2025-05-30,CUST-1247,Customer 1247,West,Goa,Panaji,Salesperson 16,Furniture,Sofa,Sofa Pro,2,35840,0.0,71680.0,53573.28,18106.72,Net Banking,Retail Store
ORD-107277,2025-05-30,CUST-3703,Customer 3703,East,Bihar,Gaya,Salesperson 15,Furniture,Office Chair,Office Chair Pro,2,14400,0.1,25920.0,21418.31,4501.69,Cash,Online
ORD-109624,2025-05-30,CUST-4627,Customer 4627,East,Odisha,Rourkela,Salesperson 19,Office Supplies,Stationery,Stationery Pro,1,730,0.15,620.5,418.68,201.82,UPI,Online
ORD-109598,2025-05-30,CUST-3022,Customer 3022,West,Maharashtra,Pune,Salesperson 4,Furniture,Office Chair,Office Chair Pro,1,17630,0.2,14104.0,11115.19,2988.81,UPI,Retail Store
ORD-103058,2025-05-30,CUST-4973,Customer 4973,East,Odisha,Cuttack,Salesperson 11,Electronics,Laptop,Laptop Pro,4,69910,0.15,237694.0,190850.89,46843.11,Debit Card,Retail Store
ORD-104044,2025-05-30,CUST-4673,Customer 4673,East,West Bengal,Durgapur,Salesperson 1,Office Supplies,Paper,Paper Pro,1,460,0.1,414.0,298.19,115.81,Cash,Retail Store
ORD-101112,2025-05-30,CUST-1797,Customer 1797,East,West Bengal,Durgapur,Salesperson 6,Electronics,Monitor,Monitor Pro,1,19630,0.15,16685.5,14414.36,2271.14,UPI,Online
ORD-102305,2025-05-30,CUST-2394,Customer 2394,East,West Bengal,Durgapur,Salesperson 9,Home Appliances,Washing Machine,Washing Machine Pro,1,54280,0.05,51566.0,43966.13,7599.87,Cash,Retail Store
ORD-109533,2025-05-30,CUST-1688,Customer 1688,North,Haryana,Faridabad,Salesperson 13,Furniture,Office Chair,Office Chair Pro,2,14090,0.1,25362.0,18812.47,6549.53,Debit Card,Retail Store
ORD-102048,2025-05-30,CUST-2680,Customer 2680,South,Karnataka,Bengaluru,Salesperson 2,Office Supplies,Stationery,Stationery Pro,1,530,0.05,503.5,346.1,157.4,Debit Card,Retail Store
ORD-108007,2025-05-30,CUST-3361,Customer 3361,South,Tamil Nadu,Coimbatore,Salesperson 3,Office Supplies,Stationery,Stationery Pro,2,560,0.15,952.0,645.79,306.21,Credit Card,Online
ORD-104599,2025-05-30,CUST-5266,Customer 5266,North,Delhi,Noida,Salesperson 19,Furniture,Desk,Desk Pro,4,17490,0.15,59466.0,43499.33,15966.67,Net Banking,Online
ORD-102247,2025-05-30,CUST-4948,Customer 4948,West,Gujarat,Vadodara,Salesperson 8,Electronics,Laptop,Laptop Pro,1,77650,0.1,69885.0,53229.34,16655.66,Net Banking,Distributor
ORD-102354,2025-05-30,CUST-2030,Customer 2030,North,Uttar Pradesh,Noida,Salesperson 7,Home Appliances,Refrigerator,Refrigerator Pro,3,37680,0.0,113040.0,93524.9,19515.1,UPI,Retail Store
ORD-104500,2025-05-30,CUST-2978,Customer 2978,North,Uttar Pradesh,Lucknow,Salesperson 13,Furniture,Desk,Desk Pro,2,12620,0.0,25240.0,19098.47,6141.53,Credit Card,Retail Store
ORD-111357,2025-05-30,CUST-5447,Customer 5447,East,Odisha,Cuttack,Salesperson 16,Electronics,Smartphone,Smartphone Pro,2,49300,0.1,88740.0,75641.71,13098.29,Debit Card,Online
ORD-101772,2025-05-30,CUST-2004,Customer 2004,West,Maharashtra,Nagpur,Salesperson 12,Office Supplies,File Storage,File Storage Pro,2,1120,0.2,1792.0,1208.54,583.46,UPI,Online
ORD-114715,2025-05-30,CUST-3405,Customer 3405,South,Telangana,Warangal,Salesperson 2,Office Supplies,Printer,Printer Pro,1,29910,0.1,26919.0,18487.21,8431.79,UPI,Online
ORD-114127,2025-05-30,CUST-1963,Customer 1963,East,Jharkhand,Dhanbad,Salesperson 11,Office Supplies,Stationery,Stationery Pro,4,280,0.1,1008.0,704.13,303.87,Net Banking,Distributor
ORD-112364,2025-05-30,CUST-3675,Customer 3675,West,Goa,Margao,Salesperson 8,Electronics,Laptop,Laptop Pro,2,82420,0.05,156598.0,124070.89,32527.11,Credit Card,Retail Store
ORD-107056,2025-05-30,CUST-1362,Customer 1362,North,Punjab,Ludhiana,Salesperson 8,Electronics,Smartphone,Smartphone Pro,1,30220,0.1,27198.0,21845.2,5352.8,UPI,Online
ORD-111886,2025-05-30,CUST-1921,Customer 1921,South,Telangana,Warangal,Salesperson 8,Electronics,Smartphone,Smartphone Pro,2,37530,0.0,75060.0,59578.67,15481.33,Credit Card,Retail Store
ORD-107869,2025-05-30,CUST-2535,Customer 2535,North,Haryana,Panipat,Salesperson 5,Furniture,Office Chair,Office Chair Pro,1,15130,0.05,14373.5,11651.76,2721.74,UPI,Online
ORD-107966,2025-05-30,CUST-1261,Customer 1261,South,Karnataka,Bengaluru,Salesperson 18,Electronics,Laptop,Laptop Pro,1,59550,0.1,53595.0,43875.38,9719.62,Debit Card,Online
ORD-105050,2025-05-30,CUST-2192,Customer 2192,South,Karnataka,Mysuru,Salesperson 3,Office Supplies,Printer,Printer Pro,1,13550,0.1,12195.0,8807.58,3387.42,Debit Card,Retail Store
ORD-112017,2025-05-30,CUST-5182,Customer 5182,East,Odisha,Rourkela,Salesperson 4,Electronics,Laptop,Laptop Pro,3,77240,0.05,220134.0,196940.86,23193.14,UPI,Distributor
ORD-107101,2025-05-30,CUST-1919,Customer 1919,East,West Bengal,Kolkata,Salesperson 12,Electronics,Laptop,Laptop Pro,1,78100,0.1,70290.0,57916.83,12373.17,UPI,Online
ORD-101399,2025-05-30,CUST-4677,Customer 4677,West,Maharashtra,Nagpur,Salesperson 8,Office Supplies,Paper,Paper Pro,3,370,0.05,1054.5,730.59,323.91,UPI,Online
ORD-102464,2025-05-30,CUST-1489,Customer 1489,West,Gujarat,Ahmedabad,Salesperson 6,Office Supplies,Paper,Paper Pro,2,310,0.05,589.0,395.49,193.51,UPI,Retail Store
ORD-104697,2025-05-30,CUST-5408,Customer 5408,South,Kerala,Kozhikode,Salesperson 3,Office Supplies,Printer,Printer Pro,5,25920,0.05,123120.0,81270.55,41849.45,Credit Card,Online
ORD-107239,2025-05-30,CUST-1493,Customer 1493,North,Punjab,Amritsar,Salesperson 13,Office Supplies,Stationery,Stationery Pro,1,950,0.1,855.0,638.89,216.11,Cash,Distributor
ORD-113085,2025-05-30,CUST-3795,Customer 3795,East,Bihar,Patna,Salesperson 8,Electronics,Monitor,Monitor Pro,3,15770,0.0,47310.0,35656.43,11653.57,Debit Card,Online
ORD-102478,2025-05-30,CUST-5034,Customer 5034,South,Kerala,Kozhikode,Salesperson 10,Office Supplies,File Storage,File Storage Pro,1,980,0.0,980.0,686.62,293.38,Debit Card,Retail Store
ORD-107112,2025-05-30,CUST-2609,Customer 2609,East,Odisha,Bhubaneswar,Salesperson 5,Home Appliances,Refrigerator,Refrigerator Pro,1,50000,0.15,42500.0,39951.08,2548.92,Net Banking,Retail Store
ORD-114667,2025-05-30,CUST-4069,Customer 4069,East,Jharkhand,Dhanbad,Salesperson 19,Electronics,Smartphone,Smartphone Pro,1,32080,0.0,32080.0,27658.49,4421.51,Debit Card,Online
ORD-103715,2025-05-30,CUST-4091,Customer 4091,East,West Bengal,Kolkata,Salesperson 1,Home Appliances,Microwave,Microwave Pro,1,8600,0.15,7310.0,6113.48,1196.52,UPI,Distributor
ORD-107714,2025-05-30,CUST-1350,Customer 1350,West,Goa,Vasco da Gama,Salesperson 1,Furniture,Bookshelf,Bookshelf Pro,2,9930,0.05,18867.0,14527.95,4339.05,UPI,Online
ORD-104682,2025-05-30,CUST-3413,Customer 3413,East,Odisha,Cuttack,Salesperson 9,Electronics,Tablet,Tablet Pro,1,40340,0.15,34289.0,27021.76,7267.24,Debit Card,Online
ORD-109830,2025-05-30,CUST-1911,Customer 1911,East,Bihar,Gaya,Salesperson 4,Office Supplies,Stationery,Stationery Pro,5,560,0.0,2800.0,2012.8,787.2,Debit Card,Retail Store
ORD-111135,2025-05-30,CUST-2517,Customer 2517,South,Telangana,Hyderabad,Salesperson 6,Office Supplies,Paper,Paper Pro,1,790,0.05,750.5,535.38,215.12,Credit Card,Distributor
ORD-100543,2025-05-30,CUST-3687,Customer 3687,West,Gujarat,Surat,Salesperson 1,Electronics,Monitor,Monitor Pro,3,20560,0.05,58596.0,47371.57,11224.43,Net Banking,Distributor
ORD-101628,2025-05-31,CUST-3620,Customer 3620,West,Maharashtra,Nagpur,Salesperson 5,Office Supplies,Printer,Printer Pro,3,9470,0.0,28410.0,19833.48,8576.52,Credit Card,Online
ORD-110196,2025-05-31,CUST-4455,Customer 4455,North,Haryana,Gurugram,Salesperson 17,Home Appliances,Refrigerator,Refrigerator Pro,2,44380,0.05,84322.0,67199.08,17122.92,Debit Card,Online
ORD-100505,2025-05-31,CUST-2460,Customer 2460,North,Haryana,Panipat,Salesperson 5,Office Supplies,Stationery,Stationery Pro,1,1040,0.1,936.0,663.37,272.63,Cash,Retail Store
